iter	Passed	Remaining
573	666	494
574	667	493
575	668	492
576	669	490
577	670	489
578	671	488
579	672	487
580	674	486
581	675	484
582	676	483
583	677	482
584	678	480
585	678	479
586	679	478
587	680	477
588	682	475
589	683	474
590	683	473
591	684	472
592	685	470
593	686	469
594	687	468
595	689	467
596	690	465
597	691	464
598	691	463
599	692	461
600	693	460
601	694	459
602	695	458
603	696	456
604	697	455
605	698	454
606	699	452
607	700	451
608	701	450
609	702	449
610	704	448
611	705	446
612	706	445
613	707	444
614	707	443
615	708	441
616	709	440
617	710	439
618	712	438
619	713	437
620	714	435
621	714	434
622	715	433
623	717	432
624	718	430
625	719	429
626	720	428
627	721	427
628	722	425
629	723	424
630	723	423
631	725	422
632	726	421
633	727	419
634	728	418
635	729	417
636	730	416
637	731	415
638	732	413
639	733	412
640	735	411
641	736	410
642	737	409
643	737	407
644	739	406
645	740	405
646	741	404
647	742	403
648	743	401
649	744	400
650	745	399
651	746	398
652	747	397
653	748	396
654	749	394
655	750	393
656	751	392
657	752	391
658	753	390
659	754	388
660	756	387
661	757	386
662	757	385
663	758	384
664	760	382
665	760	381
666	762	380
667	763	379
668	764	378
669	765	377
670	766	375
671	767	374
672	768	373
673	769	372
674	770	371
675	771	369
676	772	368
677	773	367
678	774	366
679	775	364
680	776	363
681	777	362
682	779	361
683	780	360
684	781	359
685	782	358
686	783	356
687	784	355
688	785	354
689	786	353
690	787	352
691	788	350
692	789	349
693	790	348
694	791	347
695	792	346
696	794	345
697	795	344
698	796	343
699	797	341
700	798	340
701	799	339
702	800	338
703	801	337
704	802	335
705	803	334
706	804	333
707	805	332
708	806	331
709	807	329
710	809	328
711	810	327
712	811	326
713	812	325
714	813	324
715	814	322
716	815	321
717	816	320
718	817	319
719	818	318
720	819	317
721	820	315
722	821	314
723	822	313
724	824	312
725	826	311
726	827	310
727	828	309
728	829	308
729	830	307
730	831	306
731	832	304
732	833	303
733	834	302
734	836	301
735	837	300
736	853	304
737	854	303
738	855	302
739	857	301
740	857	299
741	858	298
742	859	297
743	860	296
744	861	295
745	862	293
746	863	292
747	864	291
748	865	289
749	866	288
750	867	287
751	868	286
752	869	285
753	870	284
754	872	282
755	873	281
756	874	280
757	875	279
758	876	278
759	877	276
760	878	275
761	879	274
762	880	273
763	881	272
764	882	270
765	882	269
766	883	268
767	884	267
768	885	266
769	886	264
770	887	263
771	888	262
772	889	261
773	890	259
774	890	258
775	891	257
776	892	256
777	893	254
778	894	253
779	895	252
780	896	251
781	897	250
782	898	248
783	899	247
784	900	246
785	901	245
786	902	244
787	903	242
788	904	241
789	904	240
790	905	239
791	906	238
792	907	236
793	908	235
794	909	234
795	910	233
796	911	232
797	912	230
798	913	229
799	914	228
800	915	227
801	916	226
802	916	224
803	917	223
804	918	222
805	919	221
806	920	220
807	921	218
808	922	217
809	923	216
810	923	215
811	924	214
812	925	212
813	926	211
814	927	210
815	928	209
816	929	208
817	930	207
818	931	205
819	932	204
820	933	203
821	934	202
822	935	201
823	936	199
824	937	198
825	938	197
826	939	196
827	940	195
828	941	194
829	942	192
830	943	191
831	944	190
832	945	189
833	946	188
834	947	187
835	947	185
836	948	184
837	949	183
838	950	182
839	951	181
840	952	180
841	953	178
842	954	177
843	955	176
844	955	175
845	956	174
846	957	173
847	959	171
848	960	170
849	960	169
850	961	168
851	962	167
852	963	166
853	964	164
854	965	163
855	966	162
856	967	161
857	969	160
858	969	159
859	970	158
860	971	156
861	972	155
862	973	154
863	974	153
864	975	152
865	976	151
866	977	149
867	978	148
868	979	147
869	980	146
870	981	145
871	982	144
872	983	143
873	984	141
874	985	140
875	986	139
876	987	138
877	988	137
878	989	136
879	990	135
880	991	133
881	992	132
882	993	131
883	994	130
884	995	129
885	996	128
886	997	127
887	998	125
888	999	124
889	999	123
890	1000	122
891	1001	121
892	1002	120
893	1003	118
894	1004	117
895	1005	116
896	1006	115
897	1007	114
898	1008	113
899	1009	112
900	1010	110
901	1011	109
902	1011	108
903	1012	107
904	1013	106
905	1014	105
906	1015	104
907	1016	103
908	1017	101
909	1019	100
910	1020	99
911	1020	98
912	1021	97
913	1022	96
914	1023	95
915	1024	93
916	1025	92
917	1026	91
918	1026	90
919	1027	89
920	1028	88
921	1029	87
922	1030	85
923	1031	84
924	1032	83
925	1033	82
926	1034	81
927	1035	80
928	1036	79
929	1037	78
930	1038	76
931	1039	75
932	1040	74
933	1041	73
934	1042	72
935	1043	71
936	1044	70
937	1044	69
938	1045	67
939	1046	66
940	1047	65
941	1048	64
942	1049	63
943	1050	62
944	1051	61
945	1052	60
946	1053	58
947	1054	57
948	1055	56
949	1056	55
950	1057	54
951	1058	53
952	1059	52
953	1060	51
954	1061	49
955	1062	48
956	1062	47
957	1064	46
958	1065	45
959	1065	44
960	1066	43
961	1067	42
962	1068	41
963	1069	39
964	1070	38
965	1071	37
966	1072	36
967	1073	35
968	1074	34
969	1075	33
970	1076	32
971	1077	31
972	1078	29
973	1079	28
974	1080	27
975	1081	26
976	1082	25
977	1082	24
978	1083	23
979	1084	22
980	1085	21
981	1087	19
982	1088	18
983	1089	17
984	1090	16
985	1091	15
986	1092	14
987	1093	13
988	1094	12
989	1095	11
990	1096	9
991	1097	8
992	1098	7
993	1098	6
994	1099	5
995	1100	4
996	1101	3
997	1102	2
998	1103	1
999	1104	0
